"cond","SID","survey_name","item","value","article_number","content","article_cond"
"social","s442","comment","7","coal were used to produce the power of the steam engines and produce the electricity. now a day it were produce air pollution.so we have to avoid the coal . it were avoided  to the country.",43,"climate","social"
"self","s444","comment","7","This article does not really matters to me",26,"health","self"
"self","s445","comment","7","warning due to climate change",17,"climate","control"
"self","s446","comment","7","I am looking for ways to reduce my use of plastic items.",55,"climate","self"
"social","s448","comment","7","The article suggests that Americans staying home more is good for the environment. Americans who stay home burn less fossil fuel. It also suggests that there may be more to the story, that is not presented in the headline.",33,"climate","control"
"self","s449","comment","7","Nowadays global warming is a major problem in the world. I have concerns about global warming.",85,"climate","self"
"self","s450","comment","7","A cancer research who has cancer himself has started a crowdsourcing solution.",24,"health","control"
"social","s453","comment","7","This is very knowledgeable information",59,"climate","social"
"social","s454","comment","7","Blocking investigations of any kind is hiding evidence.",3,"climate","control"
"self","s456","comment","7","Because when i was a young boy i went McDonald's with my grandmother.",70,"health","self"
"self","s457","comment","7","This matters to me because the article would outline ways that I can contribute to making the world a better and cleaner place to live in.",31,"climate","self"
"social","s460","comment","7","This article is about the effect climate change could have on the US economy.",9,"climate","control"
"social","s462","comment","7","This could be a huge step in cancer care those who have it, and cancer prevention for all of us.",104,"health","social"
"social","s463","comment","7","this would raise awareness about nuclear energy to people",51,"climate","control"
"social","s466","comment","7","Dancing can help your brain as you age.",14,"health","control"
"social","s467","comment","7","Carbon taxes is important tool against fight for climate change.",75,"climate","social"
"social","s470","comment","7","it affects all of us as we all all live in this world",41,"climate","social"
"self","s471","comment","7","This is an article about the ineffectiveness of supplements to ease muscle soreness after working out.",40,"health","control"
"social","s473","comment","7","opening up the camp will surely help a lot",61,"climate","social"
"self","s475","comment","7","the tash zone between hawaii and california is growing",79,"climate","control"
